회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,업종명,설립일,결산월
(주)위드라이프그룹,withlifegroup.co..ltd,위드라이프그룹, ,오일록,기타법인,110111-3346205,212-81-73804,"서울특별시 송파구 올림픽로35다길 32 8층 (신천동, 예전빌딩)",www.with-life.com,,장례식장 및 장의관련 서비스업,2005-11-23,12월
주식회사 위드랜드,"Withland Co., Ltd.",위드랜드, ,김문희,기타법인,110111-7146916,480-88-01538,서울특별시 서초구 사평대로57길 139 (반포동),www.withland.co.kr,,반려동물 장묘 및 보호 서비스업,2019-06-21,12월
(주)윌스파,-,윌스파, ,"이견락, 김점석",기타법인,170111-0489775,504-86-05840,대구광역시 달서구 달구벌대로308길 36 (감삼동), ,,욕탕업,2013-04-10,12월
유)상현PMC,SANGHYUN PMC,유)상현PMC, ,유승욱,기타법인,210114-0110440,681-88-00321,전라북도 완주군 이서면 오공로 11-13 5층 (갈산리), ,,산업 단체,2016-05-04,12월
유가증권시장본부,The Korea Stock Exchange,유가증권시장본부, ,,기타법인, , ,서울특별시 영등포구 여의도동 33, ,,그 외 기타 분류 안된 개인 서비스업, , 
(주)유경,UKYEONG,유경, ,이원석,기타법인,111511-0036610,127-81-34537,"경기도 의정부시 회룡로 181 (신곡동, 유경빌딩2)",uky664@naver.com,,그 외 기타 협회 및 단체,1999-11-01,12월
(주)유니디아,unidia,유니디아, ,이성중 이경중,기타법인,110111-2011536,110-81-46807,"서울특별시 영등포구 선유서로 117 602호(양평동3가, 월드프라자)",www.unidia.co.kr/,,컴퓨터 및 주변 기기 수리업,2000-07-01,12월
(주)유니프레스,UNIPRES CORPORATION,유니프레스, ,TORIUMI HIROYOSI,기타법인, ,12444,19-1. AOBACHO. FUJI-CITY. SHIZUOKA. JAPAN, ,,그 외 기타 분류 안된 개인 서비스업,1945-03-01,12월
주식회사 유명파트너스,neungam partners,유명파트너스, ,오인호,기타법인,151111-0043780,303-81-66803,충청북도 충주시 예성로 114 (용산동), ,,"화장터 운영, 묘지 분양 및 관리업",2012-07-01,12월
유모멘트 주식회사,"U MOMENT Co.,Ltd.",유모멘트, ,이시형,기타법인,110111-7236634,106-87-02253,"서울특별시 서초구 강남대로51길 1 6층(서초동, 511TOWER)",www.thechapel.co.kr/,,예식장업,2013-10-11,12월
재단법인 유민문화재단,The Yumin Cultural Foundation,유민문화재단, ,이홍구,기타법인,110122-0030692,110-82-08061,"서울특별시 중구 서소문로 100 (서소문동, 중앙일보구관)",yumin.org,,그 외 기타 협회 및 단체,1999-01-28,12월
재단법인 유비씨 문화장학재단,UBC Culture Scholarship Foundation,유비씨문화장학재단, ,우오현,기타법인,230122-0002779,610-82-10446,"울산광역시 중구 구교로 41 (학산동, UBC울산방송국)", ,,그 외 기타 협회 및 단체,2003-12-23,12월
주식회사 유성씨앤에프,"Yusung Culture and Food Co., Ltd.",유성씨앤에프, ,나광무,기타법인,170111-0566739,493-88-00063,대구광역시 달서구 조암로 38 (월성동), ,,욕탕업,2015-05-22,12월
주식회사 유스파,Youspar,유스파, ,배상욱,기타법인,174811-0088107,459-87-00746,경상북도 경산시 백천길 21 (백천동), ,,욕탕업,2017-05-19,12월
(주)유심천온천리조트,USIMCHON THERMAL SPRING RESORT Inc.,유심천온천리조트, ,"김진호, 김세일, 김영완, 김영권",기타법인,201311-0005082,416-81-08846,전라남도 여수시 소라면 안심산길 155 (죽림리) 117-7, ,,욕탕업,1994-06-01,12월
(주)유토피아스파,utopiaspa,유토피아스파, ,조성호,기타법인,110111-0994578,211-86-41129,서울특별시 구로구 구로동186-7예성유토피아b01호, ,,욕탕업,2005-08-08,12월
주식회사유토피아퓨처,UTOPIAFUTURE,유토피아퓨처, ,우원기,기타법인,110111-3158311,206-81-96587,서울특별시 광진구 구의강변로 47 (구의동)4층,www.utopiafuture.co.kr,,장례식장 및 장의관련 서비스업,2005-01-25,12월
(주)유학산업개발,-,유학산업개발, ,강태헌,기타법인,175211-0006308,504-81-24084,경상북도 칠곡군 석적읍 도개리 36-1,-,,욕탕업,1997-07-01,12월
유한재단,Yuhan Foundation,유한재단, ,한배호,기타법인,115022-0000121,118-82-00122,서울특별시 동작구 대방동 유한양행빌딩 4층, ,,그 외 기타 협회 및 단체,1971-01-17,12월
재단법인 윤재경재단,Jaekyung Foundation,윤재경재단, ,이상희,기타법인,360522-1068317,109-82-07607,"서울특별시 강서구 양천로 442 (등촌동, SBS방송국등촌동스튜디오) 3층",www.jaekyungfoundation.org/main.jsp,,그 외 기타 협회 및 단체,2000-07-07,12월
주식회사율암센타,"Yulam Center Co., Ltd.",율암센타, ,백승호,기타법인,134811-0100777,124-86-26315,경기도 화성시 팔탄면 율암리 483-26,www.hapyspaland.com,,욕탕업,2004-11-17,12월
(재)율촌재단,Youlchon Foundation,율촌재단, ,심선택,기타법인,114222-0000475,118-82-01719,"서울특별시 동작구 여의대방로 112 (신대방동, 농심신대방사옥)",www.youlchon.org/,,그 외 기타 협회 및 단체,1955-06-11,12월
(주)은산유통,"Eun San Distribution Co., Ltd.",은산유통, ,안용준,기타법인,110111-0653041,130-81-41373,경기도 부천시 원미구 원미동 40-4, ,,"화장터 운영, 묘지 분양 및 관리업",1989-10-05,12월
주식회사 의식주컴퍼니,Lifegoeson Company Corp.,의식주컴퍼니, ,조성우,기타법인,110111-6637768,561-87-00957,서울특별시 강서구 양천로60길 40 (등촌동), ,,가정용 세탁업,2018-01-23,12월
(재)이니스프리 모음재단,Innisfree Moeum Foundation,이니스프리모음재단, ,이진호,기타법인,220122-0007747,879-82-00061,"제주특별자치도 제주시 연북로 92 (연동, 진현빌딩) 3층",www.innisfreemoeum.or.kr,,그 외 기타 협회 및 단체,2015-11-19,12월
(재)이랜드문화재단,E-Land Cultural Foundation,이랜드문화재단, ,박병율,기타법인,254322-0007008,119-82-65040,"서울특별시 금천구 가산디지털1로 159 (가산동, 이랜드가산동사옥)",elandculture.com,,그 외 기타 협회 및 단체,2005-05-29,12월
재단법인 이랜드재단,ELAND FOUNDATION,이랜드재단, ,장광규,기타법인,114222-0005912,107-82-05258,"서울특별시 금천구 가산디지털1로 186 (가산동, 제이플라츠) 2층 204호", ,,그 외 기타 협회 및 단체,1991-12-27,12월
이십일세기레저주식회사,21 Century Leisure Co.Ltd,이십일세기레저, ,강둘임,기타법인,110111-2166323,106-86-20327,서울특별시 용산구 이촌동 746, ,,욕탕업,2001-02-08,12월
주식회사 이에스에이그룹,"ESA GROUP Co., Ltd.",이에스에이그룹, ,오지환,기타법인,110111-7497286,283-86-01928,"서울특별시 강남구 선릉로131길 15 (논현동, 희승빌딩) 3층", ,,그 외 기타 달리 분류되지 않은 개인 서비스업,2020-05-25,12월
주식회사 이자르씨앤에스,IZARCNSCORP.,이자르씨앤에스, ,신현호,기타법인,110111-4702076,212-81-97131,"서울특별시 서초구 서초중앙로 101 (서초동, 신아빌딩) 2층",www.izzar.co.kr,,개인 간병 및 유사 서비스업,2011-10-07,12월
주)이지스상조,"AEGISSANGJO CO.,LTD",이지스상조, ,김정연,기타법인,180111-0375310,607-81-55514,서울특별시 영등포구 여의도동 호성신관 44-24 5층,www.aegissj.co.kr,,장례식장 및 장의관련 서비스업,2001-08-30,12월
(주)이천설봉온천,Icheon Seolbong Oncheon,이천설봉온천, ,고덕례,기타법인,134411-0053891,126-86-59898,"경기도 이천시 애련정로 67-16 (안흥동, (주)이천설봉온천)", ,,욕탕업,2012-12-20,12월
이한모터서비스주식회사,leehanmotors,이한모터서비스, ,이승준,기타법인,200111-0311830,409-86-18813,광주광역시 서구 상무대로 1226 (양동), ,,자동차 종합 수리업,2011-01-25,12월
(주)이화상조,yihwasangjo,이화상조, ,서원찬,기타법인,191111-0032834,613-81-37127,경상남도 진주시 진양호로 427-1 (인사동),www.yhsj.co.kr,,장례식장 및 장의관련 서비스업,2005-03-09,12월
(주)익성,"Ikseong CO,.LTD ",익성, ,조성경,기타법인,110111-4083187,117-81-68419,"서울특별시 강남구 삼성로 434 (대치동, 쥬비스타워)", ,,"욕탕, 마사지 및 기타 신체관리 서비스업",2009-05-01,12월
(주)인백,INBAEK,인백, ,조정훈,기타법인,180111-0742585,617-81-88953,"부산광역시 해운대구 해운대로 875 (좌동, 인제대학교해운대백병원) 장례예식장", ,,장례식장 및 장의관련 서비스업,2011-03-10,12월
인베스트비전(주),"investvision co.,ltd.",인베스트비전, ,민정홍,기타법인,110111-5536789,107-88-31156,"서울특별시 영등포구 의사당대로 97 (여의도동, 교보증권빌딩)", ,,그 외 기타 협회 및 단체,2014-10-13,12월
(주)인스파월드,INSPAWORLD CORPORATION,인스파월드, ,정기철,기타법인,110111-1706443,204-81-43162,인천광역시 중구 신흥동3가 31-35, ,,욕탕업,1999-06-01,12월
주식회사 인천오토컴퍼니,"Incheon Auto Company, Ltd.",인천오토컴퍼니, ,이용주,기타법인,120111-0565848,131-86-28010,인천광역시 중구 서해대로180번길 65 (신흥동3가), ,,자동차 종합 수리업,2011-05-16,12월
(주)인천장례식장,INCHEON FUNERAL,인천장례식장, ,신융화,기타법인,120111-0074617,122-81-24145,인천광역시 계양구 아나지로 554 (서운동),www.infuneral.kr/,,장례식장 및 장의관련 서비스업,1992-05-19,12월
(주)인철스카이정비 ,inchel sky ,인철스카이정비, ,이상섭,기타법인,121111-0095729,130-81-87404,경기도 부천시 송내대로518번길 30 (삼정동), ,,자동차 종합 수리업,2002-04-19,12월
(주)인텔로그디앤씨,"INTELOG D&C Co., Ltd",인텔로그디앤씨, ,김영덕,기타법인,110111-0901771,116-81-51384,서울특별시 중구 광희동1가 광희빌딩 5층, ,,그 외 기타 분류 안된 개인 서비스업,1992-11-16,12월
(주)일광,illkoung,일광, ,최대근,기타법인,131111-0025162,129-81-19755,경기도 성남시 중원구 상대원동 233-9, ,,그 외 기타 분류 안된 개인 서비스업,1996-07-16,06월
(주)일동유황온천,ILDONGYUHWANG,일동유황온천, ,김승학,기타법인,115436-0005431,127-81-19555,경기도 포천시 일동면 사직리 743, ,,욕탕업,1992-04-29,12월
주식회사 일산,Ilsan Corp.,일산, ,이상민,기타법인,154111-0000349,301-81-06658,충청북도 청주시 상당구 금천동 167-4, ,,예식장업,1988-05-30,12월
(재) 일주학술문화재단,Ilju academy and culture foundation,일주학술문화재단, ,김민수,기타법인,110122-0024091,203-82-31786,"서울특별시 종로구 새문안로 68 (신문로1가, 흥국생명빌딩) 2층",www.iljufoundation.org/,,그 외 기타 협회 및 단체,1990-07-19,12월
주식회사 자동차와사람,Carnpeople,자동차와사람, ,양영제,기타법인,124411-0215823,515-81-55331,경기도 김포시 대곶면 대곶남로 491 (대능리),carnpeople.co.kr,,자동차 세차업,2018-07-16,12월
(주)자유로 청아공원,chungahpark,자유로청아공원, ,김영복,기타법인,115911-0029069,128-81-48994,경기도 고양시 일산구 설문동478-11, ,,"화장터 운영, 묘지 분양 및 관리업",2000-05-23,12월
자일남서울서비스(주),Daewoo South seoul service corp.,자일남서울서비스, ,김경환,기타법인,134111-0038295,138-81-03034,경기도 안양시 동안구 벌말로 40 (관양동), ,,자동차 종합 수리업,1993-12-20,12월
(주)자후,JAHOO.CO.LTD,자후, ,노민성,기타법인,110111-5280138,206-86-84688,"서울특별시 성동구 왕십리광장로 17 (행당동, 6층.7층)",www.dinozze.co.kr,,예식장업,2013-11-29,12월
작스모터스(주),Flying Motors,작스모터스, ,유형민,기타법인,110111-5776509,280-81-00207,"서울특별시 서초구 동산로16길 14 (양재동, 작스모터스)", ,,자동차 전문 수리업,2015-08-01,12월
(주)장원,"JANGWON,LTD",장원, ,김정수,기타법인,180111-0667634,621-81-79375,부산광역시 금정구 부곡동 225-24, ,,개인 간병 및 유사 서비스업,2009-04-10,12월
주식회사 장유스파랜드,JANGYOO SPALAND,장유스파랜드, ,유영서,기타법인,195511-0258892,593-88-02148,경상남도 김해시 대청로104번길 84, ,,욕탕업,2021-05-21,12월
장유워터피아(주),"JangYu AquaWave Co., Ltd.",장유워터피아, ,양영주,기타법인,191111-0018537,613-81-19380,경상남도 진주시 칠암동 517-7,www.aquawave.co.kr,,욕탕업,1999-11-16,12월
주식회사 전북현대상용서비스,Jeonbuk Hyundai Sangyong Service,전북현대상용서비스, ,이중재,기타법인,210111-0156804,354-88-01831,전라북도 전주시 덕진구 원만성로 61 (팔복동3가), ,,자동차 종합 수리업,2020-08-01,12월
정관온천 주식회사,Jeongkwan Spa.co.Ltd,정관온천, ,김상,기타법인,180111-0724088,621-81-85784,부산광역시 기장군 정관면 정관8로 16-5 (매학리),-,,욕탕업,2010-07-23,12월
주식회사 정석,JEONGSUK,정석, ,장호석,기타법인,230111-0209401,610-86-22182,울산광역시 남구 중앙로 228 (신정동), ,,그 외 기타 협회 및 단체,2013-06-24,12월
주식회사 정왕점현대자동차,JEONGWANGJEOM,정왕점현대자동차, ,이용선,기타법인,135511-0193719,140-81-31514,경기도 시흥시 중심상가로 48 (정왕동),hyeonju33@hanmail.net,,자동차 종합 수리업,2008-12-10,12월
(주)정원장례식장,gardenfuneral,정원장례식장, ,권승한,기타법인,205511-0036964,412-81-48282,전라남도 순천시 서면 강청삼막동길 24 (선평리) 248, ,,장례식장 및 장의관련 서비스업,2013-05-30,12월
정원컴퍼니 주식회사,Jungwon Company,정원컴퍼니, ,손혜영,기타법인,110111-6273512,584-87-00488,"서울특별시 송파구 양재대로60길 3-13 (가락동, 가락동문산부인과)", ,,개인 간병 및 유사 서비스업,2017-01-01,12월
(재)정인욱학술장학재단,Chunginwook Scholarship Foundation,정인욱학술장학재단, ,정도원,기타법인,110122-0026063,102-82-07076,"서울특별시 종로구 종로1길 42 (수송동, 이마빌딩) 15층", ,,협회 및 단체,1993-02-08,12월
주식회사 제라컴퍼니,ZERA company,제라컴퍼니, ,김정민,기타법인,220111-0217604,307-86-02164,제주특별자치도 제주시 신대로14길 47 (연동)501,www.zeracompany.com/,,산업 단체,2021-03-12,12월
재단법인 제산장학문화재단,Jesan Encouragement Foundation,제산장학문화재단, ,이일영,기타법인,174822-0003376,515-82-08704,경상북도 경산시 사정동 141번지 2층, ,,그 외 기타 협회 및 단체,2008-11-27,12월
제이더블유빌리지 주식회사,JW village.co.ltd,제이더블유빌리지, ,최정우,기타법인,170111-0959752,171-87-03426,"대구광역시 동구 장등로 56 제상가동2층106호(신천동, 벽산e-솔렌스힐)", ,,예식장업,2024-05-23,12월
제이더블유컨벤션,jw convention,제이더블유컨벤션, ,최정우,기타법인,230111-0268027,199-86-00449,"울산광역시 북구 명촌로 91 (명촌동, 평창리비에르2차아파트),213동103호",www.jwwedding.kr,,예식장업,2016-12-01,12월
주식회사 제이센트럴파크,"JCENTRALPARK CO.,LTD.",제이센트럴파크, ,이기성,기타법인,174811-0095730,385-87-01177,"충청북도 청주시 서원구 남이면 청남로 1759 (가마리, 마리앙스)",www.mariance.kr,,예식장업,2018-10-15,12월
제이아트컨벤션 주식회사,J-Art Convention Co.,제이아트컨벤션, ,최장권,기타법인,200111-0400039,409-86-46677,"광주광역시 서구 풍서좌로 269 (벽진동, 제이아트웨딩홀)", ,,예식장업,2014-06-18,12월
제이앤씨티주식회사,"J&city  co. ,Ltd",제이앤씨티, ,강경식,기타법인,110111-5165017,106-87-00099,"서울특별시 구로구 경인로 624 (신도림동, 신도림동라마다호텔)",www.ramadasindorim.com,,예식장업,2013-06-24,12월
